date, Iron_Feed,Silica_Feed,Starch_Flow,Amina_Flow,Ore_Pulp_Flow,Ore_Pulp_pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation_Column_04AirFlow,Flotation_Column_05AirFlow,Flotation _Column06Air Flow,Flotation_Column07AirFlow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation _Column04Level,Flotation_Column05Level,Flotation_Column06Level,Flotation_Column07Level,Iron_Concentrate,Silica _Concentrate
11-03-2017 00:00,"55,99","17,16","5303,42","3,07,617","4,05,469","1,00,118","15,496","248,95","2,50,488","249,17","2,95,096","306,4","2,49,719","249,39","5,64,301","546,3","5,45,755","6,18,555","5,76,115","637,07","60763928,57,143","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","5323,29","3,06,396","4,03,271","1,00,144","1,55,098","249,17","2,52,466","248,95","2,95,096","306,4","2,49,939","2,50,488","5,60,297","5,51,395","551,96","5,42,385","527,37","5,92,545","60038714,28,571","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","5399,41","3,06,396","3,99,756","10,017","1,55,236","248,95","2,52,905","249,17","2,95,096","306,4","2,50,159","2,53,015","553,79","5,53,375","553,85","479,69","494,05","5,38,215","5,93,135","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","5490,23","3,05,786","3,98,186","1,00,196","1,55,373","2,48,618","2,50,059","249,39","2,95,096","306,4","2,50,161","2,49,411","546,2","5,53,915","5,47,285","4,15,627","4,73,121","5,08,343","5,31,474","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","5530,27","3,05,786","3,98,057","1,00,222","1,55,511","2,48,832","2,48,346","2,49,489","2,95,096","306,4","2,49,947","2,46,335","5,44,331","5,62,013","5,45,999","3,66,915","4,62,984","511,47","4,99,702","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","626,66","3,30,933","4,03,301","10,174","1,64,097","2,48,774","2,48,071","2,48,687","2,95,096","306,4","2,50,049","2,49,038","5,54,141","5,49,074","554,12","5,51,956","557,17","5,61,964","5,46,238","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","2685,45","3,32,153","4,03,887","1,01,758","1,64,166","2,48,818","2,50,532","2,49,346","2,95,096","306,4","2,49,961","2,50,313","5,47,634","5,53,606","5,51,096","5,42,656","5,50,012","5,64,316","5,56,394","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","4400,98","3,31,787","4,02,715","1,01,775","1,64,234","2,48,555","2,51,104","2,51,104","2,95,096","306,4","2,49,829","2,49,258","5,48,135","550,89","550,88","543,98","5,43,294","5,46,396","5,71,512","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","4620,9","333,13","3,96,563","1,01,793","1,64,303","2,48,511","2,48,599","2,51,367","2,95,096","306,4","2,49,829","2,49,302","5,48,135","5,52,702","5,54,552","5,55,232","5,44,612","5,37,212","5,76,586","67,03","1,23"
11-03-2017 00:00,"55,99","17,16","4925,2","3,34,839","3,96,914","1,01,873","1,64,648","2,47,896","2,52,642","2,49,214","2,95,096","306,4","2,50,532","2,51,938","5,41,228","5,51,112","5,49,692","5,43,436","5,50,558","5,50,652","5,29,798","67,03","1,23"
11-03-2017 01:00,"60,66","8,25","5455,08","3,39,966","400,84","1,02,195","1,66,193","2,48,862","2,49,741","2,50,752","2,95,096","306,4","2,50,005","2,49,346","5,54,141","545,79","5,47,318","20,68,116","4,79,734","5,42,924","4,72,748","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5489,84","3,42,041","3,99,492","10,221","16,633","2,49,478","2,51,411","2,49,258","2,95,096","306,4","2,50,093","2,51,279","5,48,735","547,49","5,58,542","20,82,449","4,82,486","5,49,644","477,16","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5525,78","3,36,792","4,02,188","1,02,226","1,66,468","2,50,137","2,53,828","2,49,302","2,95,096","306,4","2,49,829","2,48,511","553,74","5,50,662","5,60,272","20,96,782","4,86,228","5,53,788","483,34","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5551,95","3,43,628","3,98,672","1,02,241","1,66,606","2,50,928","2,53,037","2,49,082","2,95,096","306,4","2,50,269","2,47,148","5,58,345","5,56,668","5,62,966","21,11,115","5,02,528","553,9","4,93,164","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5558,2","3,40,576","3,96,738","1,02,256","1,66,744","2,51,279","2,52,993","2,49,126","2,95,096","306,4","2,50,664","2,49,917","5,58,245","5,53,722","5,62,534","21,25,448","5,13,324","5,53,004","4,97,244","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5513,28","3,38,257","4,04,766","1,02,274","1,66,881","2,51,543","2,52,949","2,49,302","2,95,096","306,4","2,50,269","2,50,576","5,48,936","5,54,284","5,61,674","21,39,781","530,07","5,42,924","5,01,878","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5471,88","3,39,722","4,05,293","1,02,294","1,67,019","2,51,675","2,50,005","2,49,697","2,95,096","306,4","2,50,356","2,49,521","5,37,725","5,53,148","557,36","21,54,114","563,67","5,45,836","5,12,584","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5474,22","3,45,215","4,02,012","1,02,314","1,67,157","2,52,202","2,52,158","2,51,191","2,95,096","306,4","2,50,313","2,50,313","542,93","5,46,694","5,51,856","21,68,447","6,08,506","5,49,868","5,28,362","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5496,48","3,48,267","4,02,598","1,02,334","1,67,294","2,52,158","2,49,653","2,52,246","2,95,096","306,4","2,50,049","2,47,983","5,46,333","5,43,072","546,03","2,18,278","6,53,892","5,52,332","5,36,858","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5584,38","3,46,505","4,02,595","1,02,354","1,67,432","252,6","252,11","2,51,325","2,95,096","306,4","2,50,133","2,48,992","552,1","5,45,693","5,42,944","3,07,662","65439355,55,556","5,50,407","5,46,688","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5649,61","3,43,811","4,02,129","1,02,374","16,757","2,52,385","2,52,092","2,49,521","2,95,096","306,4","2,50,038","2,50,093","5,56,006","548,85","5,34,154","3,85,314","65489511,11,111","5,52,276","5,63,265","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5636,72","3,43,018","3,97,559","1,02,394","1,67,707","2,52,246","2,51,807","248,95","2,95,096","306,4","2,49,609","2,54,663","5,58,545","548,85","527,14","416,8","65539666,66,667","554,46","574,38","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5635,16","3,43,018","3,96,123","1,02,414","1,67,845","2,52,169","2,51,576","2,49,104","2,95,096","306,4","2,49,686","2,52,664","5,54,341","547,66","5,29,219","442,5","65589822,22,222","5,52,696","5,81,138","67,44","1,17"
11-03-2017 01:00,"60,66","8,25","5670,31","3,45,367","3,97,046","1,02,434","1,67,983","2,52,257","250,84","249,39","2,95,096","306,4","2,49,906","2,48,643","5,43,555","546,64","5,38,932","5,21,268","65639977,77,778","5,50,792","6,02,188","67,44","1,17"
11-03-2017 02:00,"60,66","8,25","3236,33","3,61,938","4,04,004","1,03,857","1,75","2,50,269","2,54,883","2,49,829","2,95,096","306,4","2,50,269","2,45,654","5,46,533","548,85","558,44","621,31,925","602,55","549,42","639,62,225","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3235,55","362,03","4,03,652","1,03,841","1,75","2,50,302","2,55,048","2,50,126","2,95,096","306,4","2,50,302","2,45,951","5,44,731","548,85","5,57,306","62,20,125","6,04,865","5,48,496","6383,39,625","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3228,13","3,62,457","4,02,759","1,03,824","1,75","2,50,587","2,54,927","2,51,873","2,95,096","306,4","2,50,653","2,48,818","5,36,774","5,47,236","5,49,586","622,70,575","6,15,418","5,45,276","6,37,057","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3216,8","3,62,213","4,07,842","1,03,808","1,75","2,51,082","2,48,654","2,51,851","2,95,096","306,4","2,51,356","2,55,081","547,96","537,24","5,41,602","6,23,399","592,97","5,57,708","6,08,813","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3243,36","3,63,403","4,01,631","1,03,791","1,75","2,50,675","2,47,764","2,49,379","2,95,096","306,4","249,95","2,51,642","5,40,152","5,34,544","5,38,254","5,71,702","5,40,016","5,58,464","5,95,813","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3259,38","3,61,694","4,03,784","1,03,775","1,75","2,50,323","2,51,554","2,47,906","2,95,096","306,4","2,49,324","2,46,841","5,51,788","547,26","5,42,357","5,25,997","4,90,801","5,26,599","5,81,253","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3272,27","3,63,586","4,06,289","1,03,758","1,75","2,49,456","2,48,687","2,47,467","2,95,096","306,4","2,49,214","2,46,127","579,39","5,53,744","556,9","4,94,279","4,69,021","5,03,994","550,05","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3267,97","3,61,725","4,00,195","1,03,742","1,75","2,49,631","2,53,081","2,50,203","2,95,096","306,4","250,51","2,46,478","5,64,576","569,18","5,66,368","4,67,126","4,66,041","5,01,026","5,21,741","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3268,36","3,58,337","4,04,561","1,03,725","1,75","2,48,412","2,45,402","2,49,895","2,95,096","306,4","249,39","2,48,137","548,81","570,37","5,66,987","4,50,211","4,56,323","5,28,271","5,04,363","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3264,06","3,65,784","4,01,821","1,03,709","1,75","247,72","2,52,224","2,50,302","2,95,096","306,4","2,49,521","2,51,422","5,39,626","5,61,081","5,75,619","470,84","4,53,211","5,64,652","5,00,225","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3265,63","3,66,364","4,05,308","1,03,693","1,75","2,46,973","249,51","2,50,587","2,95,096","306,4","2,50,269","2,46,951","5,42,955","5,60,715","5,73,055","4,78,009","462,77","5,66,108","4,91,562","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3263,28","3,64,136","4,00,547","1,03,676","1,75","2,47,236","2,49,445","2,51,477","2,95,096","306,4","2,50,137","2,48,368","543,13","5,46,522","5,56,518","4,65,173","4,67,832","5,50,848","4,85,579","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3249,61","3,64,746","3,98,306","10,366","1,75","2,48,763","2,52,081","2,52,916","2,95,096","306,4","2,49,489","2,50,378","5,46,008","5,38,515","5,30,623","4,82,907","4,78,626","5,39,228","4,85,632","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3229,69","3,56,995","4,01,265","1,03,643","1,75","2,48,785","2,50,356","2,50,159","2,95,096","306,4","2,49,884","2,51,587","5,42,279","5,30,949","5,31,838","5,46,956","4,95,377","5,37,352","4,67,754","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3222,66","3,60,291","3,95,054","1,03,627","1,75","2,47,819","2,46,039","248,39","2,95,096","306,4","2,49,148","248,61","5,38,625","5,30,125","5,31,406","5,48,302","4,85,132","549,14","4,71,837","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3241,41","3,59,955","4,00,298","10,361","1,75","2,47,599","2,47,039","2,49,181","2,95,096","306,4","2,50,104","2,51,982","5,43,906","5,40,467","5,35,454","572,25","4,91,245","554,74","4,83,915","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3253,91","3,52,631","3,97,207","1,03,594","1,75","2,47,346","2,47,346","2,50,455","2,95,096","306,4","2,49,104","2,47,511","5,56,268","5,63,911","5,45,865","5,35,548","4,93,388","559,5","4,99,891","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3253,91","3,55,957","3,95,259","1,03,577","1,75","2,47,137","2,47,566","2,50,302","2,95,096","306,4","2,48,763","2,51,246","5,65,677","5,65,671","5,64,746","5,24,222","4,92,285","556,98","5,21,878","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3251,95","3,59,924","3,96,255","1,03,561","1,75","2,47,972","2,51,125","2,50,356","2,95,096","306,4","2,49,148","2,48,632","5,62,799","564,71","574,7","4,94,203","5,09,583","5,42,448","5,39,342","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3244,14","3,58,612","4,01,191","1,03,544","1,75","2,47,412","2,51,422","2,49,675","2,95,096","306,4","250,17","2,51,279","5,56,143","5,63,776","580,85","4,73,906","5,23,269","5,43,792","5,36,306","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3242,97","357,88","4,03,594","1,03,529","1,75","2,47,445","2,47,181","2,50,313","2,95,096","306,4","2,49,807","2,49,016","5,41,478","5,57,629","5,61,454","4,71,561","5,27,375","5,60,676","5,44,862","66,4","2,5"
11-03-2017 02:00,"60,66","8,25","3241,02",362,"3,95,112","1,03,518","1,75","2,47,928","2,50,269","2,51,807","2,95,096","306,4","2,50,862","2,52,565","5,34,847","5,50,857","5,61,185","4,86,602","5,30,151","5,63,896","5,39,673","66,4","2,5"
11-03-2017 03:00,"60,66","8,25","2919,92","346,68","3,91,699","1,01,663","1,75,481","2,49,829","2,48,291","249,17","2,95,096","306,4","248,73","2,45,874","5,58,044","471,82","555,2","580,08","551,33","546,62","587,07","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","2922,66","3,46,252","3,92,256","1,01,642","1,75,447","2,49,928","2,48,313","2,49,324","2,95,096","306,4","2,48,917","2,45,973","558,47","4,71,055","5,54,607","5,80,979","5,51,275","5,46,424","5,86,877","65,12","4,14"
11-03-2017 03:00,"60,66","8,25",2975,"3,38,898","4,02,378","1,01,621","1,75,412","2,51,927","2,49,236","2,52,356","2,95,096","306,4","2,52,323","2,47,928","5,66,202","456,52","5,43,303","5,97,386","5,49,789","5,42,868","5,81,527","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","2980,27","3,52,936","3,93,735","10,16","1,75,378","2,54,224","2,58,245","2,54,246","2,95,096","306,4","2,49,653","2,49,719","558,47","4,56,718","5,42,115","5,85,297","5,41,089","5,46,004","5,49,688","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","2940,92","3,43,964","3,93,604","1,01,579","1,75,343","2,54,224","2,47,072","2,50,422","2,95,096","306,4","2,50,477","2,55,948","538,05","4,62,274","5,29,246","5,95,916","5,34,507","5,45,696","5,52,117","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","2970,21","3,39,264","3,96,431","1,01,557","1,75,309","2,54,202","248,95","2,49,126","2,95,096","306,4","2,50,323","2,55,267","5,39,126","4,99,512","5,29,137","604,51","5,28,915","5,60,088","5,49,361","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","2998,93","349,06","3,97,471","1,01,536","1,75,274","2,53,784","2,48,862","2,48,258","2,95,096","306,4","2,51,323","2,54,191","5,51,163","564,2","5,47,396","5,45,743","5,32,243","5,60,592","5,66,853","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3016,31","347,29","4,01,235","1,01,515","17,524","253,74","2,47,258","2,47,742","2,95,096","306,4","250,4","2,53,553","5,63,199","5,87,083","5,63,155","4,77,405","535,91","5,59,752","5,70,741","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3031,15","336,09","3,98,628","1,01,494","1,75,205","2,52,894","2,48,884","2,49,862","2,95,096","306,4","2,48,741","253,29","5,66,077","5,92,404","559,97","431,5","5,36,213","5,53,144","5,74,157","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3067,09","3,43,506","396,68","1,01,473","1,75,171","2,52,631","2,55,586","2,50,466","2,95,096","306,4","2,48,994","2,52,048","5,66,102","5,90,905","5,48,531","3,82,046","5,41,887","5,38,668","5,58,514","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3081,35","3,41,187","3,96,724","1,01,451","1,75,136","2,51,631","2,48,588","2,50,159","2,95,096","306,4","2,49,906","2,48,236","5,57,369","5,81,612","555,2","3,37,714","5,40,651","5,36,988","5,39,701","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3107,32","3,41,461","3,97,251","10,143","1,75,102","2,52,477","2,58,256","2,52,158","2,95,096","306,4","2,51,411","2,47,269","5,52,914","5,57,885","555,2","336,87","5,46,654","5,45,976","5,29,686","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3141,99","3,46,405","3,91,934","1,01,409","1,75,067","252,62","2,54,927","2,50,433","2,95,096","306,4","2,52,103","2,48,818","5,32,044","5,46,241","5,54,336","3,87,456","5,41,144","554,88","5,08,224","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3131,45","3,41,217","4,01,367","1,01,388","1,75,033","2,51,312","2,43,424","2,49,324","2,95,096","306,4","2,49,346","2,50,576","5,43,055","5,39,308","5,37,579","4,45,074","536,02","5,51,912","4,98,901","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3143,16","3,41,919","3,90,176","1,01,366","1,74,997","2,50,225","2,47,115","2,48,049","2,95,096","306,4","2,48,544","2,52,224","5,63,375","5,31,434","5,31,378","4,23,905","5,38,468","5,46,536","501,22","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3155,37","344,36","3,89,385","1,01,345","1,74,928","2,49,302","2,49,972","2,47,797","2,95,096","306,4","2,49,247","2,51,609","5,77,989","5,55,583","5,40,441","3,87,792","5,46,151","5,55,776","5,05,796","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3176,56","3,46,222","3,95,801","1,01,324","1,74,859","2,47,621","2,52,708","2,50,895","2,95,096","306,4","2,50,587","2,47,885","5,56,593","5,55,247","5,47,855","3,79,535","562,68","558,8","5,13,158","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3191,6","337,86","4,01,265","1,01,303","17,479","2,47,423","2,52,894","2,50,269","2,95,096","306,4","2,48,302","2,48,698","5,38,926","5,69,042","5,61,941","4,00,197","5,58,352","5,45,472","5,13,938","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3195,12","3,44,055","3,99,595","1,01,282","1,74,721","2,47,621","2,48,533","250,28","2,95,096","306,4","2,48,632","2,52,059","5,47,084","565,1","5,56,523","4,26,112","5,55,878","5,44,996","5,19,092","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3191,31","3,40,759","4,04,136","10,126","1,74,652","2,47,412","2,49,093","2,50,565","2,95,096","306,4","2,50,906","2,48,621","5,57,419","5,61,417","5,50,853","4,24,238","558,27","5,46,564","527,48","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3189,55","3,43,964","3,90,176","1,01,239","1,74,583","2,47,478","2,51,927","2,52,015","2,95,096","306,4","2,50,521","2,50,719","5,54,391","5,51,508","5,49,666","4,10,063","5,54,255","5,55,524","5,26,818","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3192,77","3,38,745","3,94,746","1,01,222","1,74,515","2,48,708","2,53,949","2,51,675","2,95,096","306,4","251,06","2,50,796","5,42,079","5,26,391","5,37,362","4,16,245","5,56,674","5,43,484","5,14,599","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3218,75","3,38,623","3,96,855","1,01,204","1,74,446","2,48,258","248,84","2,49,082","2,95,096","306,4","2,49,346","2,48,533","542,98","5,19,929","5,46,803","4,29,975","543,18","5,38,248","521,41","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3217,58","336,7","3,94,351","1,01,186","1,74,377","2,47,643","2,50,862","2,47,423","2,95,096","306,4","2,48,511","2,52,828","5,43,105","5,31,151","5,41,251","465,25","5,45,353","5,60,032","5,22,155","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3196,29","3,43,781","3,89,106","1,01,169","1,74,308","2,47,841","2,49,335","2,47,775","2,95,096","306,4","2,48,599","2,47,544","563,9","5,50,574","5,42,898","465,19","5,47,288","5,59,276","5,36,558","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3214,26","3,35,266","3,90,352","1,01,151","1,74,239","2,47,599","2,44,325","2,50,499","2,95,096","306,4","2,50,269","2,54,136","5,69,956","562,38","5,45,651","4,56,092","5,54,448","5,54,628","5,42,429","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3200,39","3,38,898","398,13","1,01,133","17,417","2,47,028","2,48,445","2,50,675","2,95,096","306,4","2,50,159","2,52,433","5,57,719","5,71,815","5,59,213","4,38,417","5,60,892","5,47,432","5,63,953","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3147,36","3,41,522","3,97,969","1,01,116","1,74,102","2,48,038","2,51,444","2,50,038","2,95,096","306,4","2,48,159","2,51,818","5,41,653","566,46","564,1","441,82","5,53,539","5,52,164","5,54,713","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3126,95","3,36,304","4,00,195","1,01,098","1,74,033","2,47,412","2,52,905","2,49,829","2,95,096","306,4","2,49,829","2,52,026","5,34,521","556,78","569,23","457,03","543,07","551,1","558,38","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3128,52","3,36,426","3,99,902","1,01,081","1,73,964","2,47,445","2,52,729","2,49,939","2,95,096","306,4","2,49,895","2,51,873","5,34,121","556,61","5,69,176","456,62","5,43,015","5,51,072","5,57,883","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3159,38","3,38,715","3,94,526","1,01,063","1,73,895","248,06","2,49,412","2,51,971","2,95,096","306,4","2,51,136","2,48,906","5,26,914","5,52,701","5,67,044","4,49,455","5,42,576","5,50,484","5,47,677","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3182,62","3,38,287","3,97,852","1,01,045","1,73,826","2,47,852","2,49,851","2,50,862","2,95,096","306,4","2,50,928","248,39","5,35,698","5,39,251","5,45,544","4,61,408","5,53,264","5,49,252","5,32,724","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3201,37","341,37","392,9","1,01,028","1,73,757","2,47,852","2,50,313","249,51","2,95,096","306,4","2,50,961","2,54,081","558,27","5,29,077","5,36,013","4,63,906","5,37,698","5,47,124","5,27,839","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3203,91","3,44,421","4,04,502","10,101","1,73,688","2,47,885","2,51,125","2,47,753","2,95,096","306,4","2,51,499","2,47,324","5,62,599","5,31,264","5,30,515","4,83,552","5,40,375","5,66,836","5,35,009","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3180,37","3,36,182","4,02,715","1,00,992","17,362","2,48,467","2,50,455","2,50,082","2,95,096","306,4","2,49,829","2,49,708","5,64,075","5,52,618","5,33,943","4,90,191","541,42","5,57,232","5,41,002","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3157,81","3,33,979","4,00,419","1,00,975","1,73,551","2,47,705","2,45,958","2,50,708","2,95,096","306,4","249,84","2,47,475","5,73,631","5,59,664","5,50,571","4,90,566","5,41,184","5,56,193","5,26,059","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3187,99","3,36,304","3,99,023","1,00,957","1,73,482","249,17","2,52,026","2,50,708","2,95,096","306,4","2,50,049","248,73","5,65,051","560,74","555,2","512,89","536,46","546,06","541,83","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3197,07","3,39,355","4,11,914","1,00,939","1,73,413","2,49,829","2,39,722","2,50,269","2,95,096","306,4","249,17","248,95","5,50,537","558,48","553,04","503,52","546,37","535,42","544,03","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3192,87","3,40,576","4,04,883","1,00,922","1,73,344","2,49,609","2,52,246","2,50,269","2,95,096","306,4","249,39","2,47,852","5,35,022","570,94","560,59","512,89","551,33","545,5","545,69","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3184,08","3,41,187","4,01,953","1,00,904","1,73,275","2,52,026","2,50,488","2,51,807","2,95,096","306,4","2,51,367","2,51,807","5,19,006","553,38","564,37","570,7","541,97","552,22","540,17","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3193,16","3,25,317","3,96,387","1,00,886","1,73,207","2,53,564","2,52,686","2,50,488","2,95,096","306,4","2,51,367","2,48,071","5,46,533","537,52","558,97","536,33","544,72","550,54","544,58","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3189,36","3,36,914","393,75","1,00,869","1,73,138","2,55,103","2,50,269","2,50,269","2,95,096","306,4","2,50,269","2,50,928","5,51,038","520,53","542,25","555,86","541,97","533,74","536,31","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3188,09","3,36,304","4,04,297","1,00,851","1,73,069","2,46,973","2,39,502","2,48,511","2,95,096","306,4","248,95","2,49,829","532,52","542,05","538,47","555,08","537,01","551,1","535,76","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3198,44","3,35,083","4,04,297","1,00,833","1,73","2,45,215","2,41,699","2,12,476","2,95,096","306,4","2,48,071","2,53,784","4,99,988","527,89","537,93","557,42","549,68","562,86","536,86","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3182,62","3,46,069","3,99,023","1,00,816","1,72,966","2,45,874","1,80,396","2,32,251","2,95,096","306,4","2,50,049","2,53,125","522,51","525,62","498,54","573,44","567,86","560,62","541,83","65,12","4,14"
11-03-2017 03:00,"60,66","8,25","3164,26","330,2","4,06,934","1,00,798","1,72,931","2,46,094","1,91,382","2,39,941","2,95,096","306,4","2,49,829","2,50,928","5,42,529","535,25","498,01","576,17","549,68","546,06","536,86","65,12","4,14"
11-03-2017 04:00,"60,66","8,25","3186,72","3,15,369","4,04,883","1,00,214","1,74","2,47,808","2,53,652","2,48,972","2,95,096","306,4","252,62","2,50,444","5,61,698","5,40,294","5,63,127","4,25,269","533,05","5,61,292","5,58,985","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3159,18","3,16,589","3,99,053","1,00,231","1,74","2,47,654","2,47,917","248,95","2,95,096","306,4","2,56,904","2,50,488","5,51,288","543,41","564,64","4,09,841","532,61","5,43,988","5,58,435","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3103,52","3,17,322","4,05,029","1,00,247","1,74","2,47,434","2,53,521","248,95","2,95,096","306,4","2,49,785","2,50,295","5,39,226","5,52,417","560,05","3,94,805","5,44,004","5,40,124","5,59,865","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3078,32","3,15,813","3,98,982","1,00,273","1,74","2,48,354","2,45,937","2,48,574","2,95,096","306,4","243,3","2,50,081","5,45,318","5,57,751","5,48,873","395,7","5,43,384","548,06","568,55","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3121,88","3,16,071","398,35","1,00,299","1,74","2,48,137","2,55,388","2,50,192","2,95,096","306,4","2,51,697","2,49,675","5,57,169","5,66,665","5,42,518","3,87,462","5,41,667","549,42","5,60,119","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3151,56","317,2","4,07,651","1,00,325","1,74","2,47,698","2,50,763","2,50,488","2,95,096","306,4","2,53,718","2,49,983","5,55,642","5,70,516","5,38,038","3,77,635","5,45,628","554,18","5,60,259","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3157,81","3,17,383","4,00,063","1,00,351","1,74","2,48,939","250,17","2,50,862","2,95,096","306,4","2,46,127","2,50,796","5,58,019","5,57,935","5,33,267","3,88,452","542,63","5,43,596","5,51,673","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3128,32","3,17,383","4,02,422","1,00,378","1,74","2,47,863","2,49,521","2,50,928","2,95,096","306,4","247,39","248,5","5,57,694","5,65,271","5,29,327","4,52,049","5,48,056","5,45,388","5,63,232","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3126,76","314,27","3,97,896","1,00,404","1,74","2,47,632","2,53,125","2,50,741","2,95,096","306,4","2,54,388","2,48,632","5,44,781","5,59,753","533,35","5,01,072","5,29,937","5,50,344","5,58,044","64,26","3,34"
11-03-2017 04:00,"60,66","8,25","3125,2","3,15,796","4,09,673","10,043","1,74","2,47,632","246,5","2,50,521","2,95,096","306,4","2,50,126","2,50,598","5,26,364","544,03","5,43,331","4,98,511","5,27,953","5,40,628","5,51,093","64,26","3,34"
